Store Directory,,,,,,,,,,,,,
,,,,,,,,,,,,,
A,,,La Grange Plaza ,,,,,,Thomas E. Sayers ,Lonnie R. Burt ,(706) 883 - 1120,Pharmacy,Troup 
0540,,,139 Commerce Avenue ,,,,,,,,,,
,,,La Grange ,,GA,,30241-2337,,,,,,
,,,,,,,,,,,,,
A,,,Powers Ferry Village ,,,,,,Aissata Deme ,James W. Gehring ,(770) 612 - 5140,Pharmacy,Fulton 
0541,,,6300 Powers Ferry Road ,,,,,,,,,,
,,,Sandy Springs ,,GA,,30339-2919,,,,,,
,,,,,,,,,,,,,
J,,,Plantation Grove S/c ,,,,,,Wyatte L. Osteen ,Jeffrey W. Pevoroff ,(407) 656 - 9343,Pharmacy,Orange 
0542,,,2600 South Maguire Road ,,,,,,,,,Liquor Store,
,,,Ocoee ,,FL,,34761-4752,,,,,,
,,,,,,,,,,,,,
C,,,Poplar Springs Plaza ,,,,,,Charles N. Gainer ,Dustin W. Snider ,(864) 486 - 4700,Pharmacy,Spartanburg 
0543,,,"2153 East Main Street, Suite B9 ",,,,,,,,,,
,,,Duncan ,,SC,,29334-8863,,,,,,
,,,,,,,,,,,,,
A,,,Publix At Peachtree East ,,,,,,Aissata Deme ,Trent J. Collins ,(770) 486 - 2020,Pharmacy,Fayette 
0546,,,130 Peachtree East Shopping Center  4 ,,,,,,,,,,
,,,Peachtree City ,,GA,,30269-4045,,,,,,
,,,,,,,,,,,,,
A,,,Eagles Landing ,,,,,,Aissata Deme ,Trent J. Collins ,(770) 389 - 6130,Pharmacy,Henry 
0547,,,909 Eagles Landing Parkway Suite 300 ,,,,,,,,,,
,,,Stockbridge ,,GA,,30281-6398,,,,,,
,,,,,,,,,,,,,
A,,,Towne Center Prado ,,,,,,Aissata Deme ,Radames Aponte ,(770) 419 - 4043,Pharmacy,Cobb 
0548,,,"50 Barrett Parkway, Suite 1000 ",,,,,,,,,,
,,,Marietta ,,GA,,30066-3344,,,,,,
,,,,,,,,,,,,,
M,,,Lakeview Center ,,,,,,Timothy J. Redding ,Krystal Goss ,(954) 346 - 1705,Pharmacy,Broward 
0549,,,1400 Coral Ridge Drive ,,,,,,,,,Liquor Store,
,,,Coral Springs ,,FL,,33071-5433,,,,,,
,,,,,,,,,,,,,
M,,,Kendall Mall ,,,,,,Jerry D. Reed ,Roger I. Paz ,(305) 273 - 2185,,Dade 
0550,,,9041 S W 107th Ave ,,,,,,,,,,
,,,Miami ,,FL,,33176-1414,,,,,,
,,,,,,,,,,,,,
L,,,Town Center At Orange Lake ,,,,,,Ernest P. Helm ,David L. Sutton ,(407) 239 - 4989,,Orange 
0551,,,14928 East Orange Lake Blvd ,,,,,,,,,,
,,,Kissimmee ,,FL,,34747-8210,,,,,,
,,,,,,,,,,,,,
J,,,South Beach Parkway ,,,,,,Stephan M. Walker ,Scott B. Mcgee ,(904) 273 - 7600,Pharmacy,Duval 
0552,,,670 Marsh Landing Parkway ,,,,,,,,,,
,,,Jacksonville Beach ,,FL,,32250-5850,,,,,,
,,,,,,,,,,,,,
M,,,Palmetto Park Square ,,,,,,Timothy J. Redding ,Joshua F. Tenore ,(561) 362 - 5305,Pharmacy,Palm Beach 
0553,,,1339 West Palmetto Park ,,,,,,,,,,
,,,Boca Raton ,,FL,,33486-3303,,,,,,
,,,,,,,,,,,,,
A,,,Main Street Crossing ,,,,,,Aissata Deme ,Radames Aponte ,(770) 606 - 2360,Pharmacy,Bartow 
0554,,,300 Cherokee Place ,,,,,,,,,,
,,,Cartersville ,,GA,,30121-2964,,,,,,
,,,,,,,,,,,,,
L,,,Shops At Siesta Row ,,,,,,Marsha C. Singh ,Michael A. Kot ,(941) 316 - 0616,Pharmacy,Sarasota 
0555,,,3825 South Osprey Ave ,,,,,,,,,Liquor Store,
,,,Sarasota ,,FL,,34239-6803,,,,,,
,,,,,,,,,,,,,
A,,,Publix @ Alpharetta ,,,,,,Aissata Deme ,Matthew R. Dolan ,(770) 752 - 4960,Pharmacy,Fulton 
0556,,,11800 Haynes Bridge Road  Suite B ,,,,,,,,,,
,,,Alpharetta ,,GA,,30009-7994,,,,,,
,,,,,,,,,,,,,
L,,,Southgate Shopping Center ,,,,,,Ernest P. Helm ,Andrew C. Christ ,(863) 676 - 0511,Pharmacy,Polk 
0557,,,102 Hwy 60 East ,,,,,,,,,Liquor Store,
,,,Lake Wales ,,FL,,33853-4116,,,,,,
,,,,,,,,,,,,,
A,,,Publix @ Cobb Parkway ,,,,,,Aissata Deme ,Radames Aponte ,(770) 426 - 3240,Pharmacy,Cobb 
0559,,,2774 North Cobb Parkway  Ste 201 ,,,,,,,,,,
,,,Kennesaw ,,GA,,30152-3469,,,,,,
,,,,,,,,,,,,,
A,,,Peachtree Square Shopping Center ,,,,,,Jasmin Ovcina ,Corwyn C. Ring ,(770) 417 - 5100,Pharmacy,Gwinnett 
0560,,,3200 Holcomb Bridge Road ,,,,,,,,,,
,,,Peachtree Corners ,,GA,,30092-3361,,,,,,
,,,,,,,,,,,,,
A,,,West Cobb Marketplace ,,,,,,Aissata Deme ,Bruce C. Humphries ,(770) 426 - 3250,Pharmacy,Cobb 
0561,,,"2500 Dallas Highway, S.w. Suite 300 ",,,,,,,,,,
,,,Marietta ,,GA,,30064-2571,,,,,,
,,,,,,,,,,,,,
A,,,Milgen Plaza ,,,,,,Thomas E. Sayers ,Lonnie R. Burt ,(706) 568 - 8820,Pharmacy,Muscogee 
0562,,,5435 Woodruff Farms Road ,,,,,,,,,,
,,,Columbus ,,GA,,31907-1395,,,,,,
,,,,,,,,,,,,,
C,,,Boulevard Market Fair ,,,,,,Charles N. Gainer ,Donald T. Calabrese ,(864) 231 - 1170,Pharmacy,Anderson 
0563,,,3801-e Clemson Blvd ,,,,,,,,,,
,,,Anderson ,,SC,,29621-1318,,,,,,
,,,,,,,,,,,,,
A,,,Five Forks Corners Shopping Center ,,,,,,Jasmin Ovcina ,Ronald D. Watson ,(770) 381 - 4170,Pharmacy,Gwinnett 
0564,,,4045 Five Forks Trickum Road_sw ,,,,,,,,,,
,,,Lilburn ,,GA,,30047-2538,,,,,,
,,,,,,,,,,,,,
A,,,The Shops @ Laurel Springs ,,,,,,Jasmin Ovcina ,Courtney A. Holberg ,(770) 886 - 5335,Pharmacy,Forsyth 
0565,,,3245 Peachtree Pkwy - Suite A ,,,,,,,,,,
,,,Suwanee ,,GA,,30024-1097,,,,,,
,,,,,,,,,,,,,
A,,,Brookstone Village ,,,,,,Aissata Deme ,Bruce C. Humphries ,(770) 218 - 2420,Pharmacy,Cobb 
0566,,,1727 Mars Hill Road ,,,,,,,,,,
,,,Acworth ,,GA,,30101-8090,,,,,,
,,,,,,,,,,,,,
M,,,Sabal Palm Plaza ,,,,,,David J. Tapia ,Dennis J. Sullivan ,(772) 595 - 1700,Pharmacy,St. Lucie 
0567,,,2517 South Federal Hwy ,,,,,,,,,Liquor Store,
,,,Ft. Pierce ,,FL,,34982-5922,,,,,,
,,,,,,,,,,,,,
M,,,Brookside Square ,,,,,,Timothy J. Redding ,Krystal Goss ,(954) 796 - 2090,Pharmacy,Broward 
0568,,,10701 Wiles Road ,,,,,,,,,,
,,,Coral Springs ,,FL,,33076-2014,,,,,,
,,,,,,,,,,,,,
A,,,Hamilton Mill Village S/c ,,,,,,Jasmin Ovcina ,Carter P. Vaverek ,(770) 614 - 1070,Pharmacy,Gwinnett 
0569,,,2463 Hamilton Mill Parkway ,,,,,,,,,,
,,,Dacula ,,GA,,30019-4648,,,,,,
,,,,,,,,,,,,,
M,,,Island Crossing ,,,,,,David J. Tapia ,Lillian L. Cook ,(772) 545 - 5660,Pharmacy,Martin 
0571,,,11750 Southeast Federal Hwy ,,,,,,,,,,
,,,Hobe Sound ,,FL,,33455-5303,,,,,,
,,,,,,,,,,,,,
A,,,Hampton Cove Center ,,,,,,Thomas E. Sayers ,Jeffrey R. Jeup ,(256) 512 - 0990,Pharmacy,Madison 
0573,,,6707 Highway 431 South ,,,,,,,,,,
,,,Owens Cross Roads ,,AL,,35763-9204,,,,,,
,,,,,,,,,,,,,
A,,,Piedmont Point S/c ,,,,,,Thomas E. Sayers ,Jeffrey R. Jeup ,(256) 650 - 2390,Pharmacy,Madison 
0574,,,4851 B Whitesburg Dr ,,,,,,,,,,
,,,Huntsville ,,AL,,35802-1626,,,,,,
,,,,,,,,,,,,,
M,,,Publix @ Marathon ,,,,,,Jerry D. Reed ,Kevin D. Donlan ,(305) 289 - 2920,Pharmacy,Monroe 
0575,,,5407 Overseas Highway ,,,,,,,,,Liquor Store,
,,,Marathon ,,FL,,33050-2710,,,,,,
,,,,,,,,,,,,,
C,,,University Square S/c ,,,,,,Charles N. Gainer ,Dustin W. Snider ,(864) 294 - 4430,Pharmacy,Greenville 
0576,,,5000 Old Buncombe Road ,,,,,,,,,,
,,,Greenville ,,SC,,29617-8208,,,,,,
,,,,,,,,,,,,,
M,,,Town Center @ Martin Downs ,,,,,,David J. Tapia ,Mark R. Boyden ,(772) 781 - 3012,Pharmacy,Martin 
0577,,,2750 Sw Martin Downs Blvd ,,,,,,,,,Liquor Store,
,,,Palm City ,,FL,,34990-6019,,,,,,
,,,,,,,,,,,,,
L,,,Gladiolus Gateway ,,,,,,Marsha C. Singh ,Mackenzie D. Mast ,(239) 437 - 3674,Pharmacy,Lee 
0578,,,11600 Gladiolus Gateway ,,,,,,,,,Liquor Store,
,,,Ft. Myers ,,FL,,33908-4567,,,,,,
,,,,,,,,,,,,,
A,,,Fayette Pavilion ,,,,,,Aissata Deme ,Trent J. Collins ,(770) 460 - 4100,Pharmacy,Fayette 
0579,,,108 Pavilion Parkway ,,,,,,,,,,
,,,Fayetteville ,,GA,,30214-4056,,,,,,
,,,,,,,,,,,,,
M,,,Publix At Brickell Village ,,,,,,Jerry D. Reed ,Paul A. Acosta ,(305) 860 - 2280,Pharmacy,Dade 
0581,,,134 S W  13th Street ,,,,,,,,,Liquor Store,
,,,Miami ,,FL,,33130-4211,,,,,,
,,,,,,,,,,,,,
L,,,Hillsboro Plaza ,,,,,,Ernest P. Helm ,Christopher J. Gordon ,(813) 673 - 8900,Pharmacy,Hillsborough 
0582,,,2724 Hillsboro Avenue ,,,,,,,,,,
,,,Tampa ,,FL,,33614-6053,,,,,,
,,,,,,,,,,,,,
M,,,Weston Lakes Plaza ,,,,,,Jamie W Laviolette ,Frank S. Ferraro ,(954) 384 - 4190,Pharmacy,Broward 
0583,,,294 Indian Trace Road ,,,,,,,,,,
,,,Weston ,,FL,,33326-4509,,,,,,
,,,,,,,,,,,,,
L,,,New Tampa Center ,,,,,,Ernest P. Helm ,Jennifer L. Young ,(813) 631 - 1911,Pharmacy,Hillsborough 
0584,,,19034 Bruce B Downs Blvd ,,,,,,,,,,
,,,Tampa ,,FL,,33647-2434,,,,,,
,,,,,,,,,,,,,
A,,,Duluth Station ,,,,,,Jasmin Ovcina ,Corwyn C. Ring ,(770) 622 - 6750,Pharmacy,Gwinnett 
0585,,,2750 Buford Hwy ,,,,,,,,,,
,,,Duluth ,,GA,,30096-2867,,,,,,
,,,,,,,,,,,,,
M,,,Paraiso Plaza ,,,,,,Jerry D. Reed ,Carlos R Uz ,(305) 819 - 2600,Pharmacy,Dade 
0586,,,3339 West 80th Street ,,,,,,,,,,
,,,Hialeah ,,FL,,33018-5065,,,,,,
,,,,,,,,,,,,,
C,,,North Point Shopping Center ,,,,,,Charles N. Gainer ,Dexter S. Osha Ii ,(803) 788 - 9484,Pharmacy,Richland 
0587,,,10128 Two Notch Road ,,,,,,,,,,
,,,Columbia ,,SC,,29223-4384,,,,,,
,,,,,,,,,,,,,
M,,,Publix At The Meadows ,,,,,,Jerry D. Reed ,Shane C. Nelson ,(305) 222 - 8120,Pharmacy,Dade 
0588,,,4260 Sw 152nd Avenue ,,,,,,,,,,
,,,Miami ,,FL,,33185-5252,,,,,,
,,,,,,,,,,,,,
J,,,Publix Plaza ,,,,,,Stephan M. Walker ,David P. Hanegan ,(904) 745 - 4260,Pharmacy,Duval 
0589,,,9100 Merrill Road ,,,,,,,,,,
,,,Jacksonville ,,FL,,32225-4358,,,,,,
,,,,,,,,,,,,,
M,,,Colonial Plaza Shopping Center ,,,,,,Jerry D. Reed ,Glen P Weston ,(305) 971 - 9790,Pharmacy,Dade 
0590,,,9510 S.w. 160th Street ,,,,,,,,,,
,,,Miami ,,FL,,33157-3300,,,,,,
,,,,,,,,,,,,,
M,,,Sea Ranch Village Shopping Center ,,,,,,Jamie W Laviolette ,John M. Kalis ,(954) 784 - 3707,,Broward 
0591,,,4703 North Ocean Drive ,,,,,,,,,,
,,,Sea Ranch Lakes ,,FL,,33308-2914,,,,,,
,,,,,,,,,,,,,
A,,,Publix @ Acworth ,,,,,,Aissata Deme ,Radames Aponte ,(770) 917 - 4600,Pharmacy,Cobb 
0593,,,3507 Baker Road  N.w. Suite 300 ,,,,,,,,,,
,,,Acworth ,,GA,,30101-3706,,,,,,
,,,,,,,,,,,,,
M,,,Briar Bay Shopping Center ,,,,,,Jerry D. Reed ,Glen P Weston ,(305) 234 - 6480,Pharmacy,Dade 
0595,,,13005 Sw 89th Place ,,,,,,,,,,
,,,Miami ,,FL,,33176-5812,,,,,,
,,,,,,,,,,,,,
A,,,Sugar Hill Corners ,,,,,,Jasmin Ovcina ,Carter P. Vaverek ,(770) 614 - 8860,Pharmacy,Gwinnett 
0596,,,5885 Cumming Highway ,,,,,,,,,,
,,,Sugar Hill ,,GA,,30518-5765,,,,,,
,,,,,,,,,,,,,
C,,,Trenholm Plaza ,,,,,,Charles N. Gainer ,Dexter S. Osha Ii ,(803) 790 - 4920,Pharmacy,Richland 
0597,,,4840 Forest Drive Unit 10 ,,,,,,,,,,
,,,Forest Acres ,,SC,,29206-4810,,,,,,
,,,,,,,,,,,,,
A,,,Madison Centre ,,,,,,Thomas E. Sayers ,Sean A. Franklin ,(256) 461 - 1860,Pharmacy,Madison 
0598,,,"8000 Madison Boulevard, Suite A ",,,,,,,,,,
,,,Madison ,,AL,,35758-2035,,,,,,
,,,,,,,,,,,,,
A,,,Ansley Mall ,,,,,,Jasmin Ovcina ,Roby B. Jewell ,(404) 898 - 1850,Pharmacy,Fulton 
0599,,,"1544 Piedmont Avenue,n.e. ",,,,,,,,,,
,,,Atlanta ,,GA,,30324-5018,,,,,,
,,,,,,,,,,,,,
M,,,Mercado Real ,,,,,,Timothy J. Redding ,Nicholas C. Berardino ,(561) 417 - 2445,Pharmacy,Palm Beach 
0600,,,1001 South Federal Hwy ,,,,,,,,,,
,,,Boca Raton ,,FL,,33432-7333,,,,,,
,,,,,,,,,,,,,
A,,,Oglethorpe Crossing ,,,,,,Aissata Deme ,Matthew R. Dolan ,(770) 216 - 5050,,De Kalb 
0601,,,3435 Ashford Dunwoody Road Ne ,,,,,,,,,,
,,,Brookhaven ,,GA,,30319-2546,,,,,,
,,,,,,,,,,,,,
C,,,Mc Alister Square ,,,,,,Charles N. Gainer ,Donald T. Calabrese ,(864) 250 - 4700,Pharmacy,Greenville 
0602,,,235 South Pleasantburg Drive ,,,,,,,,,,
,,,Greenville ,,SC,,29607-2521,,,,,,
,,,,,,,,,,,,,
A,,,Loganville Town Centre ,,,,,,Jasmin Ovcina ,Ronald D. Watson ,(770) 466 - 5150,Pharmacy,Walton 
0603,,,4325 Atlanta Highway ,,,,,,,,,,
,,,Loganville ,,GA,,30052-2341,,,,,,
,,,,,,,,,,,,,
L,,,Shoppes At Pelican Landing ,,,,,,Marsha C. Singh ,Bryan J. Lanzilotta ,(239) 948 - 1164,Pharmacy,Lee 
0604,,,24600 South Tamiami Trail Suite 300 ,,,,,,,,,Liquor Store,
,,,Bonita Springs ,,FL,,34134-7023,,,,,,
,,,,,,,,,,,,,
J,,,Publix Plaza At Millenia ,,,,,,Wyatte L. Osteen ,Mark G. Buckner ,(407) 816 - 8335,,Orange 
0605,,,5265 John Young Parkway ,,,,,,,,,,
,,,Orlando ,,FL,,32839-5025,,,,,,
,,,,,,,,,,,,,
M,,,Lakeside Square @ Logger's Run ,,,,,,Timothy J. Redding ,Nicholas C. Berardino ,(561) 470 - 9370,Pharmacy,Palm Beach 
0606,,,11650 W. Palmetto Park Road ,,,,,,,,,,
,,,Boca Raton ,,FL,,33428-2501,,,,,,
,,,,,,,,,,,,,
J,,,The Shoppes At Eastwood ,,,,,,Wyatte L. Osteen ,Kelly Wilson ,(407) 277 - 3117,Pharmacy,Orange 
0607,,,1921 South Alafaya Trail ,,,,,,,,,,
,,,Orlando ,,FL,,32828-8732,,,,,,
,,,,,,,,,,,,,
A,,,Mcintosh Plaza ,,,,,,Aissata Deme ,Kourosh Noorbehesht ,(770) 214 - 3140,Pharmacy,Carroll 
0608,,,1109 South Park Street  Suite 600 ,,,,,,,,,,
,,,Carrollton ,,GA,,30117-4449,,,,,,
,,,,,,,,,,,,,
J,,,Forest Village Shopping Center ,,,,,,James L. Sheppard ,Kenneth J. Wilson ,(850) 878 - 1133,Pharmacy,Leon 
0610,,,"5032 Capital Circle S.w., Suite 1 ",,,,,,,,,,
,,,Tallahassee ,,FL,,32305-7886,,,,,,
,,,,,,,,,,,,,
L,,,Dale Mabry Shopping Center ,,,,,,Ernest P. Helm ,Addison Avila ,(813) 258 - 9801,Pharmacy,Hillsborough 
0611,,,1313 South Dale Mabry Highway ,,,,,,,,,Liquor Store,
,,,Tampa ,,FL,,33629-5010,,,,,,
,,,,,,,,,,,,,
A,,,Sugarloaf Crossing ,,,,,,Jasmin Ovcina ,Corwyn C. Ring ,(770) 277 - 5240,Pharmacy,Gwinnett 
0612,,,4850 Sugarloaf Parkway ,,,,,,,,,,
,,,Lawrenceville ,,GA,,30044-2859,,,,,,
,,,,,,,,,,,,,
L,,,Corkscrew Village ,,,,,,Marsha C. Singh ,Bryan J. Lanzilotta ,(239) 948 - 1174,Pharmacy,Lee 
0614,,,"21301 South Tamiami Trail, Suite 200 ",,,,,,,,,Liquor Store,
,,,Estero ,,FL,,33928-2943,,,,,,
,,,,,,,,,,,,,
A,,,Mcginnis Crossing ,,,,,,Jasmin Ovcina ,Courtney A. Holberg ,(770) 932 - 4300,Pharmacy,Gwinnett 
0615,,,1000 Peachtree Industrial Blvd. ,,,,,,,,,,
,,,Suwanee ,,GA,,30024-6737,,,,,,
,,,,,,,,,,,,,
A,,,Midway Shopping Center ,,,,,,Jasmin Ovcina ,Ryan K. Meissner ,(770) 754 - 4321,Pharmacy,Forsyth 
0616,,,4900 Atlanta Highway ,,,,,,,,,,
,,,Alpharetta ,,GA,,30004-2921,,,,,,
,,,,,,,,,,,,,
A,,,Butler's Crossing ,,,,,,Jasmin Ovcina ,Tammy Quirion ,(706) 769 - 2080,Pharmacy,Oconee 
0617,,,2061 Experiment Station Road ,,,,,,,,,,
,,,Watkinsville ,,GA,,30677-5328,,,,,,
,,,,,,,,,,,,,
L,,,Hollybrook Plaza ,,,,,,Ernest P. Helm ,Jennifer L. Young ,(813) 907 - 1699,Pharmacy,Pasco 
0618,,,5400 Bruce B Downs Boulevard ,,,,,,,,,,
,,,Wesley Chapel ,,FL,,33544-8616,,,,,,
,,,,,,,,,,,,,
M,,,Coquina Plaza ,,,,,,Jamie W Laviolette ,Frank S. Ferraro ,(954) 442 - 6869,Pharmacy,Broward 
0619,,,15801 Sheridan Street ,,,,,,,,,,
,,,Southwest Ranches ,,FL,,33331-3487,,,,,,
,,,,,,,,,,,,,
M,,,Crestwood Square ,,,,,,Timothy J. Redding ,Talla K. Mcgahee ,(561) 792 - 2100,Pharmacy,Palm Beach 
0620,,,11977 Southern Boulevard ,,,,,,,,,,
,,,Royal Palm Beach ,,FL,,33411-7619,,,,,,
,,,,,,,,,,,,,
M,,,Publix On The Bay ,,,,,,Jerry D. Reed ,Paul A. Acosta ,(305) 535 - 4268,Pharmacy,Dade 
0621,,,1920 West Avenue ,,,,,,,,,,
,,,Miami Beach ,,FL,,33139-1434,,,,,,
,,,,,,,,,,,,,
L,,,Marco Town Center ,,,,,,Marsha C. Singh ,Julian A. Agollari ,(239) 642 - 2202,,Collier 
0622,,,1089 North Collier Blvd   Suite 401 ,,,,,,,,,Liquor Store,
,,,Marco Island ,,FL,,34145-2555,,,,,,
,,,,,,,,,,,,,
A,,,Riverstone Plaza Shopping Center ,,,,,,Aissata Deme ,Robert C. Abrahamson ,(770) 720 - 1001,Pharmacy,Cherokee 
0624,,,1451 Riverstone Parkway ,,,,,,,,,,
,,,Canton ,,GA,,30114-5624,,,,,,
,,,,,,,,,,,,,
A,,,King Plaza ,,,,,,Aissata Deme ,Robert C. Abrahamson ,(770) 552 - 4580,Pharmacy,Fulton 
0626,,,"885 Woodstock Road, Suite 100 ",,,,,,,,,,
,,,Roswell ,,GA,,30075-2276,,,,,,
,,,,,,,,,,,,,
L,,,Publix At Westchase ,,,,,,Ernest P. Helm ,Addison Avila ,(813) 814 - 0737,Pharmacy,Hillsborough 
0627,,,12139 West Linebaugh Avenue ,,,,,,,,,Liquor Store,
,,,Tampa ,,FL,,33626-1732,,,,,,
,,,,,,,,,,,,,
L,,,Publix On Bayshore ,,,,,,Ernest P. Helm ,Addison Avila ,(813) 251 - 1173,,Hillsborough 
0628,,,243_bayshore Boulevard ,,,,,,,,,,
,,,Tampa ,,FL,,33606-2328,,,,,,
,,,,,,,,,,,,,
M,,,Ives Dairy Crossing ,,,,,,Jamie W Laviolette ,Michael G. Farrell ,(305) 654 - 5771,,Dade 
0629,,,19955 N.w. 2nd Avenue ,,,,,,,,,,
,,,North Miami Beach ,,FL,,33169-2909,,,,,,
,,,,,,,,,,,,,
L,,,Publix At Barclay ,,,,,,Joseph V. Taylor ,Allyn D. Welch ,(352) 666 - 2000,Pharmacy,Hernando 
0630,,,14371 Spring Hill Drive ,,,,,,,,,,
,,,Spring Hill ,,FL,,34609-8199,,,,,,
,,,,,,,,,,,,,
J,,,Roosevelt Square Shopping Center ,,,,,,Stephan M. Walker ,David P. Hanegan ,(904) 388 - 0512,Pharmacy,Duval 
0631,,,"4495 Roosevelt Boulevard, Suite E-1 ",,,,,,,,,,
,,,Jacksonville ,,FL,,32210-3375,,,,,,
,,,,,,,,,,,,,
C,,,Hampton Village Shopping Center ,,,,,,Charles N. Gainer ,Dustin W. Snider ,(864) 609 - 7300,Pharmacy,Greenville 
0632,,,2801_wade Hampton Blvd.  Unit 120 ,,,,,,,,,,
,,,Taylors ,,SC,,29687-2758,,,,,,
,,,,,,,,,,,,,
C,,,Merchants Village ,,,,,,Joseph R Riddle ,Juan A. Cuervo ,(843) 762 - 5670,Pharmacy,Charleston 
0633,,,520 Folly Road ,,,,,,,,,,
,,,Charleston ,,SC,,29412-3019,,,,,,
,,,,,,,,,,,,,
A,,,Robson Crossing ,,,,,,Jasmin Ovcina ,Carter P. Vaverek ,(770) 538 - 4270,Pharmacy,Hall 
0634,,,3446 Winder Highway ,,,,,,,,,,
,,,Flowery Branch ,,GA,,30542-3007,,,,,,
,,,,,,,,,,,,,
L,,,Pelican Strand ,,,,,,Marsha C. Singh ,Steven B. Micheli ,(239) 596 - 0479,Pharmacy,Collier 
0635,,,5624_strand Boulevard ,,,,,,,,,,
,,,Naples ,,FL,,34110-1325,,,,,,
,,,,,,,,,,,,,
A,,,The Centre At Woodstock ,,,,,,Aissata Deme ,Robert C. Abrahamson ,(770) 517 - 1600,Pharmacy,Cherokee 
0636,,,12165 Highway 92 ,,,,,,,,,,
,,,Woodstock ,,GA,,30188-4298,,,,,,
,,,,,,,,,,,,,
M,,,Winston Park Center ,,,,,,Timothy J. Redding ,Krystal Goss ,(954) 427 - 0563,Pharmacy,Broward 
0637,,,5365 Lyons Road ,,,,,,,,,,
,,,Coconut Creek ,,FL,,33073-2810,,,,,,
,,,,,,,,,,,,,
M,,,Jupiter Farms Village ,,,,,,David J. Tapia ,Lillian L. Cook ,(561) 748 - 5812,Pharmacy,Palm Beach 
0638,,,10142 Indiantown Road ,,,,,,,,,,
,,,Jupiter ,,FL,,33478-4707,,,,,,
,,,,,,,,,,,,,
M,,,Seabreeze Shoppes ,,,,,,David J. Tapia ,Mark R. Boyden ,(772) 334 - 0578,,Martin 
0639,,,900 N.e. Ocean Boulevard ,,,,,,,,,Liquor Store,
,,,Stuart ,,FL,,34996-1519,,,,,,
,,,,,,,,,,,,,
L,,,Northeast Park Shopping Center ,,,,,,Joseph V. Taylor ,Jeffrey M. Stilwell ,(727) 895 - 1670,Pharmacy,Pinellas 
0640,,,"200 37th Avenue, North ",,,,,,,,,Liquor Store,
,,,St. Petersburg ,,FL,,33704-1416,,,,,,
,,,,,,,,,,,,,
J,,,Publix At Lake Forest ,,,,,,Wyatte L. Osteen ,Abraham E. Gonzalez ,(407) 321 - 0423,Pharmacy,Seminole 
0641,,,5240 West State Road 46 ,,,,,,,,,,
,,,Sanford ,,FL,,32771-9230,,,,,,
,,,,,,,,,,,,,
L,,,Publix At River Crossing ,,,,,,Joseph V. Taylor ,Chris Mcgough ,(727) 375 - 5377,Pharmacy,Pasco 
0643,,,5324 Little Road ,,,,,,,,,,
,,,New Port Richey ,,FL,,34655-1294,,,,,,
,,,,,,,,,,,,,
J,,,Kernan Square ,,,,,,Stephan M. Walker ,Scott B. Mcgee ,(904) 564 - 3580,Pharmacy,Duval 
0644,,,"12620 Beach Boulevard, Suite 12 ",,,,,,,,,Liquor Store,
,,,Jacksonville ,,FL,,32246-7130,,,,,,
,,,,,,,,,,,,,
M,,,Jacaranda Plaza ,,,,,,Jamie W Laviolette ,Vincent W. Harris ,(954) 452 - 1362,Pharmacy,Broward 
0645,,,8101 West Sunrise Boulevard ,,,,,,,,,,
,,,Plantation ,,FL,,33322-5401,,,,,,
,,,,,,,,,,,,,
A,,,Trowbridge Crossing Center ,,,,,,Aissata Deme ,John P. Watterson ,(678) 443 - 8980,Pharmacy,Fulton 
0646,,,7525 Roswell Road ,,,,,,,,,,
,,,Sandy Springs ,,GA,,30350-8500,,,,,,
,,,,,,,,,,,,,
A,,,Publix At Perimeter ,,,,,,Aissata Deme ,Matthew R. Dolan ,(678) 443 - 2100,Pharmacy,Fulton 
0647,,,"1100 Hammond Drive Ne, Suite 300 ",,,,,,,,,,
,,,Sandy Springs ,,GA,,30328-8153,,,,,,
,,,,,,,,,,,,,
L,,,Sanibel Beach Place ,,,,,,Marsha C. Singh ,Bryan J. Lanzilotta ,(239) 454 - 0145,,Lee 
0648,,,20321 Summerlin Road ,,,,,,,,,,
,,,Ft. Myers ,,FL,,33908-3706,,,,,,
,,,,,,,,,,,,,
J,,,Argyle Village ,,,,,,Stephan M. Walker ,Bryan P. Miller ,(904) 908 - 5906,Pharmacy,Duval 
0649,,,6001-45 Argyle Forest Boulevard ,,,,,,,,,,
,,,Jacksonville ,,FL,,32244-6127,,,,,,
,,,,,,,,,,,,,
A,,,Parkway Centre ,,,,,,Thomas E. Sayers ,Lonnie R. Burt ,(706) 565 - 3260,Pharmacy,Muscogee 
0650,,,7600 Schomburg Road ,,,,,,,,,,
,,,Columbus ,,GA,,31909-1833,,,,,,
,,,,,,,,,,,,,
M,,,Shoppes At Ibis ,,,,,,David J. Tapia ,Patrick M. Murphy ,(561) 799 - 6802,Pharmacy,Palm Beach 
0651,,,10130 Northlake Boulevard ,,,,,,,,,,
,,,West Palm Beach ,,FL,,33412-1101,,,,,,
,,,,,,,,,,,,,
M,,,Miramar Commons ,,,,,,Jamie W Laviolette ,Michael G. Farrell ,(954) 441 - 7918,Pharmacy,Broward 
0652,,,11000 Pembroke Road ,,,,,,,,,,
,,,Miramar ,,FL,,33025-1704,,,,,,
,,,,,,,,,,,,,
M,,,Shoppes At Andros Isle ,,,,,,Timothy J. Redding ,Talla K. Mcgahee ,(561) 792 - 2113,Pharmacy,Palm Beach 
